x,y
9.750000000000000000e+02,6.210000000000000000e+02
1.163000000000000000e+03,6.200000000000000000e+02
5.100000000000000000e+02,6.170000000000000000e+02
4.850000000000000000e+02,6.150000000000000000e+02
1.141000000000000000e+03,6.130000000000000000e+02
8.740000000000000000e+02,6.120000000000000000e+02
1.133000000000000000e+03,6.060000000000000000e+02
8.200000000000000000e+02,6.060000000000000000e+02
4.780000000000000000e+02,6.060000000000000000e+02
5.240000000000000000e+02,6.050000000000000000e+02
1.159000000000000000e+03,6.030000000000000000e+02
1.202000000000000000e+03,6.020000000000000000e+02
1.316000000000000000e+03,6.000000000000000000e+02
7.300000000000000000e+02,5.970000000000000000e+02
1.317000000000000000e+03,5.880000000000000000e+02
1.051000000000000000e+03,5.880000000000000000e+02
2.700000000000000000e+02,5.860000000000000000e+02
1.287000000000000000e+03,5.800000000000000000e+02
1.105000000000000000e+03,5.800000000000000000e+02
1.295000000000000000e+03,5.780000000000000000e+02
2.080000000000000000e+02,5.770000000000000000e+02
7.090000000000000000e+02,5.760000000000000000e+02
5.580000000000000000e+02,5.760000000000000000e+02
6.750000000000000000e+02,5.750000000000000000e+02
1.091000000000000000e+03,5.710000000000000000e+02
6.490000000000000000e+02,5.690000000000000000e+02
1.386000000000000000e+03,5.660000000000000000e+02
1.146000000000000000e+03,5.660000000000000000e+02
1.092000000000000000e+03,5.650000000000000000e+02
8.730000000000000000e+02,5.650000000000000000e+02
6.510000000000000000e+02,5.640000000000000000e+02
5.570000000000000000e+02,5.640000000000000000e+02
1.225000000000000000e+03,5.630000000000000000e+02
1.212000000000000000e+03,5.600000000000000000e+02
8.370000000000000000e+02,5.600000000000000000e+02
1.260000000000000000e+03,5.590000000000000000e+02
1.048000000000000000e+03,5.560000000000000000e+02
6.310000000000000000e+02,5.560000000000000000e+02
7.590000000000000000e+02,5.540000000000000000e+02
3.350000000000000000e+02,5.520000000000000000e+02
1.298000000000000000e+03,5.510000000000000000e+02
5.970000000000000000e+02,5.510000000000000000e+02
1.310000000000000000e+03,5.490000000000000000e+02
5.630000000000000000e+02,5.480000000000000000e+02
1.382000000000000000e+03,5.430000000000000000e+02
8.400000000000000000e+02,5.360000000000000000e+02
6.800000000000000000e+01,5.350000000000000000e+02
5.710000000000000000e+02,5.330000000000000000e+02
1.380000000000000000e+03,5.320000000000000000e+02
2.570000000000000000e+02,5.240000000000000000e+02
1.233000000000000000e+03,5.200000000000000000e+02
1.277000000000000000e+03,5.130000000000000000e+02
1.087000000000000000e+03,5.130000000000000000e+02
1.309000000000000000e+03,5.120000000000000000e+02
1.118000000000000000e+03,5.120000000000000000e+02
6.210000000000000000e+02,5.110000000000000000e+02
5.810000000000000000e+02,5.110000000000000000e+02
1.247000000000000000e+03,5.100000000000000000e+02
1.306000000000000000e+03,5.070000000000000000e+02
6.740000000000000000e+02,5.070000000000000000e+02
1.377000000000000000e+03,5.010000000000000000e+02
8.080000000000000000e+02,4.990000000000000000e+02
8.130000000000000000e+02,4.970000000000000000e+02
3.450000000000000000e+02,4.930000000000000000e+02
6.320000000000000000e+02,4.910000000000000000e+02
1.298000000000000000e+03,4.880000000000000000e+02
1.326000000000000000e+03,4.860000000000000000e+02
7.870000000000000000e+02,4.860000000000000000e+02
1.342000000000000000e+03,4.810000000000000000e+02
6.740000000000000000e+02,4.770000000000000000e+02
8.210000000000000000e+02,4.740000000000000000e+02
7.330000000000000000e+02,4.740000000000000000e+02
5.530000000000000000e+02,4.730000000000000000e+02
1.246000000000000000e+03,4.720000000000000000e+02
1.302000000000000000e+03,4.690000000000000000e+02
1.351000000000000000e+03,4.680000000000000000e+02
2.480000000000000000e+02,4.650000000000000000e+02
2.310000000000000000e+02,4.640000000000000000e+02
1.640000000000000000e+02,4.620000000000000000e+02
5.960000000000000000e+02,4.610000000000000000e+02
1.069000000000000000e+03,4.580000000000000000e+02
4.970000000000000000e+02,4.560000000000000000e+02
1.024000000000000000e+03,4.540000000000000000e+02
1.236000000000000000e+03,4.510000000000000000e+02
1.042000000000000000e+03,4.510000000000000000e+02
9.630000000000000000e+02,4.510000000000000000e+02
4.990000000000000000e+02,4.430000000000000000e+02
1.071000000000000000e+03,4.410000000000000000e+02
8.770000000000000000e+02,4.410000000000000000e+02
9.250000000000000000e+02,4.400000000000000000e+02
9.960000000000000000e+02,4.390000000000000000e+02
1.121000000000000000e+03,4.340000000000000000e+02
4.320000000000000000e+02,4.340000000000000000e+02
1.191000000000000000e+03,4.330000000000000000e+02
1.361000000000000000e+03,4.310000000000000000e+02
7.080000000000000000e+02,4.310000000000000000e+02
5.800000000000000000e+02,4.310000000000000000e+02
1.370000000000000000e+03,4.290000000000000000e+02
5.650000000000000000e+02,4.290000000000000000e+02
8.330000000000000000e+02,4.280000000000000000e+02
1.293000000000000000e+03,4.270000000000000000e+02
6.350000000000000000e+02,4.260000000000000000e+02
7.380000000000000000e+02,4.230000000000000000e+02
1.076000000000000000e+03,4.220000000000000000e+02
8.580000000000000000e+02,4.210000000000000000e+02
3.300000000000000000e+02,4.210000000000000000e+02
1.304000000000000000e+03,4.200000000000000000e+02
8.780000000000000000e+02,4.140000000000000000e+02
4.920000000000000000e+02,4.110000000000000000e+02
1.006000000000000000e+03,4.080000000000000000e+02
6.910000000000000000e+02,4.080000000000000000e+02
6.080000000000000000e+02,4.060000000000000000e+02
1.326000000000000000e+03,4.050000000000000000e+02
1.311000000000000000e+03,4.010000000000000000e+02
1.011000000000000000e+03,3.980000000000000000e+02
8.780000000000000000e+02,3.950000000000000000e+02
9.440000000000000000e+02,3.940000000000000000e+02
7.850000000000000000e+02,3.920000000000000000e+02
9.670000000000000000e+02,3.910000000000000000e+02
8.820000000000000000e+02,3.900000000000000000e+02
9.240000000000000000e+02,3.860000000000000000e+02
8.430000000000000000e+02,3.810000000000000000e+02
1.282000000000000000e+03,3.790000000000000000e+02
1.149000000000000000e+03,3.770000000000000000e+02
1.006000000000000000e+03,3.760000000000000000e+02
9.290000000000000000e+02,3.750000000000000000e+02
8.480000000000000000e+02,3.750000000000000000e+02
1.002000000000000000e+03,3.710000000000000000e+02
9.760000000000000000e+02,3.710000000000000000e+02
7.580000000000000000e+02,3.690000000000000000e+02
9.600000000000000000e+02,3.670000000000000000e+02
9.280000000000000000e+02,3.660000000000000000e+02
1.254000000000000000e+03,3.640000000000000000e+02
1.740000000000000000e+02,3.600000000000000000e+02
1.388000000000000000e+03,3.580000000000000000e+02
1.388000000000000000e+03,3.560000000000000000e+02
1.376000000000000000e+03,3.550000000000000000e+02
1.388000000000000000e+03,3.530000000000000000e+02
7.690000000000000000e+02,3.520000000000000000e+02
5.840000000000000000e+02,3.510000000000000000e+02
6.130000000000000000e+02,3.500000000000000000e+02
1.263000000000000000e+03,3.470000000000000000e+02
8.890000000000000000e+02,3.460000000000000000e+02
1.316000000000000000e+03,3.440000000000000000e+02
1.286000000000000000e+03,3.410000000000000000e+02
9.840000000000000000e+02,3.320000000000000000e+02
1.247000000000000000e+03,3.300000000000000000e+02
9.950000000000000000e+02,3.260000000000000000e+02
8.960000000000000000e+02,3.250000000000000000e+02
6.870000000000000000e+02,3.240000000000000000e+02
1.351000000000000000e+03,3.170000000000000000e+02
4.550000000000000000e+02,3.150000000000000000e+02
1.374000000000000000e+03,3.130000000000000000e+02
1.358000000000000000e+03,3.130000000000000000e+02
6.320000000000000000e+02,3.130000000000000000e+02
8.100000000000000000e+02,3.110000000000000000e+02
1.239000000000000000e+03,3.070000000000000000e+02
8.580000000000000000e+02,3.070000000000000000e+02
9.080000000000000000e+02,3.050000000000000000e+02
1.047000000000000000e+03,3.030000000000000000e+02
1.368000000000000000e+03,2.980000000000000000e+02
8.400000000000000000e+02,2.940000000000000000e+02
8.090000000000000000e+02,2.920000000000000000e+02
6.410000000000000000e+02,2.900000000000000000e+02
7.780000000000000000e+02,2.890000000000000000e+02
1.266000000000000000e+03,2.870000000000000000e+02
1.206000000000000000e+03,2.870000000000000000e+02
4.280000000000000000e+02,2.850000000000000000e+02
9.640000000000000000e+02,2.840000000000000000e+02
6.550000000000000000e+02,2.810000000000000000e+02
1.326000000000000000e+03,2.690000000000000000e+02
1.318000000000000000e+03,2.680000000000000000e+02
1.335000000000000000e+03,2.640000000000000000e+02
1.265000000000000000e+03,2.640000000000000000e+02
9.560000000000000000e+02,2.620000000000000000e+02
9.290000000000000000e+02,2.510000000000000000e+02
8.970000000000000000e+02,2.420000000000000000e+02
8.240000000000000000e+02,2.410000000000000000e+02
1.221000000000000000e+03,2.390000000000000000e+02
1.308000000000000000e+03,2.360000000000000000e+02
1.186000000000000000e+03,2.360000000000000000e+02
8.410000000000000000e+02,2.330000000000000000e+02
9.150000000000000000e+02,2.320000000000000000e+02
1.306000000000000000e+03,2.280000000000000000e+02
2.580000000000000000e+02,2.280000000000000000e+02
1.223000000000000000e+03,2.230000000000000000e+02
1.030000000000000000e+03,2.190000000000000000e+02
1.131000000000000000e+03,2.100000000000000000e+02
2.400000000000000000e+02,2.100000000000000000e+02
2.510000000000000000e+02,2.080000000000000000e+02
1.317000000000000000e+03,2.000000000000000000e+02
1.241000000000000000e+03,2.000000000000000000e+02
1.229000000000000000e+03,1.970000000000000000e+02
2.550000000000000000e+02,1.940000000000000000e+02
1.180000000000000000e+03,1.930000000000000000e+02
1.306000000000000000e+03,1.910000000000000000e+02
1.343000000000000000e+03,1.830000000000000000e+02
1.194000000000000000e+03,1.780000000000000000e+02
1.286000000000000000e+03,1.770000000000000000e+02
1.116000000000000000e+03,1.630000000000000000e+02
1.373000000000000000e+03,1.620000000000000000e+02
1.083000000000000000e+03,1.590000000000000000e+02
1.294000000000000000e+03,1.580000000000000000e+02
1.212000000000000000e+03,1.580000000000000000e+02
1.349000000000000000e+03,1.560000000000000000e+02
1.376000000000000000e+03,1.530000000000000000e+02
1.256000000000000000e+03,1.510000000000000000e+02
1.276000000000000000e+03,1.500000000000000000e+02
1.367000000000000000e+03,1.480000000000000000e+02
1.094000000000000000e+03,1.470000000000000000e+02
1.348000000000000000e+03,1.440000000000000000e+02
1.361000000000000000e+03,1.420000000000000000e+02
1.059000000000000000e+03,1.420000000000000000e+02
1.162000000000000000e+03,1.410000000000000000e+02
1.096000000000000000e+03,1.300000000000000000e+02
8.270000000000000000e+02,1.220000000000000000e+02
1.248000000000000000e+03,1.130000000000000000e+02
1.203000000000000000e+03,1.100000000000000000e+02
1.224000000000000000e+03,1.090000000000000000e+02
9.730000000000000000e+02,1.080000000000000000e+02
1.035000000000000000e+03,1.050000000000000000e+02
9.250000000000000000e+02,9.800000000000000000e+01
1.046000000000000000e+03,9.700000000000000000e+01
1.006000000000000000e+03,9.700000000000000000e+01
1.059000000000000000e+03,8.900000000000000000e+01
9.300000000000000000e+02,8.300000000000000000e+01
9.330000000000000000e+02,7.500000000000000000e+01
9.600000000000000000e+02,7.300000000000000000e+01
1.073000000000000000e+03,6.200000000000000000e+01
9.460000000000000000e+02,5.900000000000000000e+01
1.350000000000000000e+03,5.400000000000000000e+01
1.220000000000000000e+03,5.400000000000000000e+01
1.168000000000000000e+03,5.400000000000000000e+01
1.069000000000000000e+03,5.300000000000000000e+01
1.197000000000000000e+03,5.000000000000000000e+01
1.352000000000000000e+03,4.500000000000000000e+01
8.040000000000000000e+02,4.500000000000000000e+01
9.000000000000000000e+02,4.400000000000000000e+01
1.210000000000000000e+03,4.000000000000000000e+01
1.220000000000000000e+03,3.800000000000000000e+01
1.071000000000000000e+03,3.800000000000000000e+01
9.870000000000000000e+02,3.600000000000000000e+01
1.202000000000000000e+03,3.200000000000000000e+01
9.360000000000000000e+02,3.200000000000000000e+01
1.009000000000000000e+03,3.100000000000000000e+01
9.870000000000000000e+02,2.900000000000000000e+01
1.113000000000000000e+03,2.600000000000000000e+01
1.201000000000000000e+03,2.200000000000000000e+01
1.042000000000000000e+03,2.100000000000000000e+01
1.014000000000000000e+03,1.900000000000000000e+01
9.600000000000000000e+02,1.900000000000000000e+01
9.180000000000000000e+02,1.900000000000000000e+01
1.031000000000000000e+03,1.700000000000000000e+01
8.310000000000000000e+02,1.700000000000000000e+01
9.850000000000000000e+02,1.400000000000000000e+01
9.570000000000000000e+02,1.300000000000000000e+01
1.055000000000000000e+03,1.200000000000000000e+01
9.470000000000000000e+02,1.100000000000000000e+01
1.185000000000000000e+03,9.000000000000000000e+00
1.209000000000000000e+03,7.000000000000000000e+00
1.139000000000000000e+03,7.000000000000000000e+00
1.146000000000000000e+03,6.000000000000000000e+00
1.063000000000000000e+03,6.000000000000000000e+00
1.388000000000000000e+03,5.000000000000000000e+00
1.144000000000000000e+03,5.000000000000000000e+00
1.033000000000000000e+03,5.000000000000000000e+00
